,,Compound,,,,,,,,,,,Accesories,,,,,,,,,,,,,,,,,,
11/3/2022,139.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,95x10,,,,,,,70x10,,,,,,,,,,,,,,,,,,
2,,185x6,,,,115x6,,,,,,,80x7,,,,,,,,,,,,,,,,,,
3,,225x4,,,,135x6,,,,,,,90x5,,,,,,,,,,,,,,,,,,
4,,225x4,,,,145x2,,,,,,,100x5,,,,,,,,,,,,,,,,,,
5,,185x6,,,,135x6,,,,,,,,,,,,,,,,,,,,,,,,,
super,,135x15,,,,115x10,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2022,138.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,45x15,135x12,,,,,,,,,,,,,,,14,,,,,,,,,,,,
2,,,65x10,225x8,,,,,,,,,,,,,,,14,,,,,,,,,,,,
3,,,85x4,275x6,,,,,,,,,,,,,,,12,,,,,,,,,,,,
4,,,95x2,295x2,,,,,,,,,,,,,,,12,,,,,,,,,,,,
5,,,105x1,315x1,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,315x1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2022,138.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,95x10,,,,,,,,,,,,,14,,,,,,,,,,,,
2,,185x6,,,,115x6,,,,,,,,,,,,,14,,,,,,,,,,,,
3,,225x4,,,,135x6,,,,,,,,,,,,,14,,,,,,,,,,,,
4,,245x2,,,,145x2,,,,,,,,,,,,,14,,,,,,,,,,,,
5,,185x6,,,,155x2,,,,,,,,,,,,,,,,,,,,,,,,,
super,,135x10,,,,115x10,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2022,139.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,45x15,,,,,,,,,,,,,,,,15,,,,,,,,,,,,
2,,185x6,65x10,,,,,,,,,,,,,,,,14,,,,,,,,,,,,
3,,225x4,85x4,,,,,,,,,,,,,,,,14,,,,,,,,,,,,
4,,225x4,95x2,,,,,,,,,,,,,,,,14,,,,,,,,,,,,
5,,185x6,105x1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,135x15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022,139.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,135x12,,95x10,,,,,,,,,,,,,15,,,,,,,,,,,,
2,,,,225x8,,115x6,,,,,,,,,,,,,15,,,,,,,,,,,,
3,,,,275x6,,135x6,,,,,,,,,,,,,14,,,,,,,,,,,,
4,,,,315x2,,145x4,,,,,,,,,,,,,12,,,,,,,,,,,,
5,,,,330x1,,155x2,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,115x10,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022,139.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,45x15,,,,,,,,,,,,,,,,25x8,,,,,,,,,,,,
2,,185x6,65x10,,,,,,,,,,,,,,,,25x8,,,,,,,,,,,,
3,,225x4,85x6,,,,,,,,,,,,,,,,25x8,,,,,,,,,,,,
4,,245x2,85x6,,,,,,,,,,,,,,,,25x5,,,,,,,,,,,,
5,,255x1,85x6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2022,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,135x12,,95x10,,,,,,,,,,,,,25x7,,,,,,,,,,,,
2,,,,225x8,,115x8,,,,,,,,,,,,,25x7,,,,,,,,,,,,
3,,,,275x6,,135x6,,,,,,,,,,,,,25x7,,,,,,,,,,,,
4,,,,325x2,,145x4,,,,,,,,,,,,,25x5,,,,,,,,,,,,
5,,,,325x2,,155x2,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,115x10,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,140.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,95x10,,,,,,,,,,,,,25x7,,,,,,,,,,,,
2,,185x6,,,,115x8,,,,,,,,,,,,,25x7,,20x35,,,,,,,,,,
3,,225x4,,,,135x6,,,,,,,,,,,,,25x7,,,,,,,,,,,,
4,,245x2,,,,145x4,,,,,,,,,,,,,25x7,,,,,,,,,,,,
5,,225x4,,,,155x3,,,,,,,,,,,,,,,,,,,,,,,,,
super,,245x2,,,,160x1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2022,140.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,45x15,135x12,,95x10,,,,,,,70x10,,,,,,,,,,,,,,,,,,
2,,,65x10,225x8,,115x8,,,,,,,80x7,,,,,,,,,,,,,,,,,,
3,,,85x6,275x6,,135x6,,,,,,,90x5,,,,,,,,,,,,,,,,,,
4,,,85x6,325x3,,145x4,,,,,,,100x4,,,,,,,,,,,,,,,,,,
5,,,85x6,325x2,,155x4,,,,,,,70x4,,,,,,,,,,,,,,,,,,
super,,,,135x8,,165x1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/26/2022,141.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,135x10,,,,,,,,,,,,,,,14,,,,,,,,,,,,
2,,185x6,,225x6,,,,,,,,,,,,,,,14,,,,,,,,,,,,
3,,225x4,,225x6,,,,,,,,,,,,,,,14,,,,,,,,,,,,
4,,225x4,,225x6,,,,,,,,,,,,,,,14,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2022,141.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,95x10,,,,,,,,,,,,,14,,,,,,,,,,,,
2,,185x6,,,,115x8,,,,,,,,,,,,,14,,,,,,,,,,,,
3,,185x6,,,,135x6,,,,,,,,,,,,,14,,,,,,,,,,,,
4,,185x6,,,,135x6,,,,,,,,,,,,,14,,,,,,,,,,,,
5,,185x6,,,,95x12,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2023,141.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,45x15,,,95x10,,,,,,,70x10,,,,,,,,,,,,,,,,,,
2,,185x6,65x10,,,115x8,,,,,,,80x7,,,,,,,,,,,,,,,,,,
3,,205x4,85x4,,,135x6,,,,,,,90x5,,,,,,,,,,,,,,,,,,
4,,185x6,65x8,,,135x6,,,,,,,100x4,,,,,,,,,,,,,,,,,,
5,,185x6,85x6,,,95x12,,,,,,,70x4,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2023,141.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,135x10,,,,,,,,,,,,,,,14,,,,,,,,,,,,
2,,185x6,,225x8,,,,,,,,,,,,,,,14,,,,,,,,,,,,
3,,185x6,,275x6,,,,,,,,,,,,,,,14,,,,,,,,,,,,
4,,185x6,,275x6,,,,,,,,,,,,,,,14,,,,,,,,,,,,
5,,185x6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2023,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,95x10,,,,,,,,,,,,,25x8,,,,,,,,,,,,
2,,185x6,,,,115x8,,,,,,,,,,,,,25x7,,,,,,,,,,,,
3,,205x4,,,,135x6,,,,,,,,,,,,,25x7,,,,,,,,,,,,
4,,225x4,,,,145x4,,,,,,,,,,,,,25x7,,,,,,,,,,,,
5,,225x4,,,,135x6,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2023,141.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,45x10,,,95x10,,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x6,65x10,,,115x8,,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x4,85x6,,,135x6,,,,,,,,,,,,,,,,,,,,,,,,,
4,,225x4,85x4,,,145x4,,,,,,,,,,,,,,,,,,,,,,,,,
5,,245x2,85x6,,,135x6,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2023,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x6,,225x8,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x4,,275x6,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x2,,275x6,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,265x1,,325x2,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,225x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/2023,142.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,95x10,,,,,,,,,,,,,25x8,,,,,,,,,,,,
2,,185x6,,,,115x8,,,,,,,,,,,,,25x8,,,,,,,,,,,,
3,,225x5,,,,135x6,,,,,,,,,,,,,25x8,,,,,,,,,,,,
4,,225x5,,,,145x5,,,,,,,,,,,,,25x5,,,,,,,,,,,,
5,,245x2,,,,145x5,,,,,,,,,,,,,,,,,,,,,,,,,
super,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/2023,142.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,95x10,,,,,,,70x16,,,,,,,,,,,,,,,,,,
2,,185x6,,,,115x8,,,,,,,80x5,,,,,,,,,,,,,,,,,,
3,,225x5,,,,135x6,,,,,,,70x7,,,,,,,,,,,,,,,,,,
4,,245x2,,,,145x5,,,,,,,,,,,,,,,,,,,,,,,,,
5,,255x2,,,,155x3,,,,,,,70x10,,,,,,,,,,,,,,,,,,
super,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2023,142.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,95x10,,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x6,,,,135x6,,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x5,,,,145x5,,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x3,,,,145x5,,,,,,,,,,,,,,,,,,,,,,,,,
5,,265x2,,,,145x5,,,,,,,,,,,,,,,,,,,,,,,,,
super,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/2023,142.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,95x10,,,,,,,70x10,,,,,,,,,,,,,,,,,,
2,,185x6,,,,135x8,,,,,,,70x10,,,,,,,,,,,,,,,,,,
3,,225x5,,,,145x6,,,,,,,70x10,,,,,,,,,,,,,,,,,,
4,,245x3,,,,155x4,,,,,,,70x7,,,,,,,,,,,,,,,,,,
5,,265x2,,,,155x4,,,,,,,,,,,,,,,,,,,,,,,,,
super,,135x10,,,,135x6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2023,143.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,95x10,,,,,,,70x8,,,,,,,,,,,,,,,,,,
2,,185x6,,,,135x8,,,,,,,70x8,,,,,,,,,,,,,,,,,,
3,,225x6,,,,145x6,,,,,,,70x8,,,,,,,,,,,,,,,,,,
4,,245x3,,,,155x5,,,,,,,70x8,,,,,,,,,,,,,,,,,,
5,,265x2,,,,155x4,,,,,,,,,,,,,,,,,,,,,,,,,
super,,275x1,,,,135x6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2023,143.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,45x10,,,,,,,,,,70x8,,,,,,,,,,,,,,,,,,
2,,185x6,65x10,,,,,,,,,,70x8,,,,,,,,,,,,,,,,,,
3,,225x6,85x6,,,,,,,,,,70x8,,,,,,,,,,,,,,,,,,
4,,245x4,95x4,,,,,,,,,,70x8,,,,,,,,,,,,,,,,,,
5,,275x2,95x4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,225x8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2023,143.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,,,,,,,,70x10,,,,,,25x8,,,,,,,,,,,,
2,,185x6,,,,,,,,,,,70x10,,,,,,25x8,,,,,,,,,,,,
3,,225x6,,,,,,,,,,,70x10,,,,,,25x8,,,,,,,,,,,,
4,,245x4,,,,,,,,,,,70x10,,,,,,25x5,,,,,,,,,,,,
5,,265x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,275x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2023,143.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,95x10,,,,,,,70x10,,,,,,,,,,,,,,,,,,
2,,185x6,,,,135x8,,,,,,,70x10,,,,,,,,,,,,,,,,,,
3,,225x6,,,,145x6,,,,,,,70x10,,,,,,,,,,,,,,,,,,
4,,245x4,,,,155x5,,,,,,,70x10,,,,,,,,,,,,,,,,,,
5,,275x2,,,,155x5,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,165x2,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,135x6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2023,143.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x10,45x10,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x6,,,,135x8,95x5,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x6,,,,145x6,95x6,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x4,,,,155x5,95x6,,,,,,,,,,,,,,,,,,,,,,,,
5,,265x2,,,,155x5,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,135x8,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2023,143.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x10,,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x6,,,,135x8,,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x6,,,,145x6,,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x4,,,,155x5,,,,,,,,,,,,,,,,,,,,,,,,,
5,,265x2,,,,155x5,,,,,,,,,,,,,,,,,,,,,,,,,
6,,275x1,,,,135x8,,,,,,,,,,,,,,,,,,,,,,,,,
super,,135x8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2023,143.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,,45x10,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x10,,,,,95x8,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x8,,,,,95x8,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x5,,,,,115x6,,,,,,,,,,,,,,,,,,,,,,,,
5,,245x5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,245x5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2023,144.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x10,45x10,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x6,,,,135x8,95x8,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x6,,,,145x6,95x8,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x4,,,,145x8,115x6,,,,,,,,,,,,,,,,,,,,,,,,
5,,265x3,,,,165x2,115x6,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,135x12,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2023,144.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x10,45x10,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x6,,,,135x8,95x8,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x6,,,,145x6,95x8,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x5,,,,155x5,95x8,,,,,,,,,,,,,,,,,,,,,,,,
5,,245x5,,,,155x3,95x8,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,135x4,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2023,144.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x12,,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,135x8,,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x6,,,,135x8,,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x4,,,,135x8,,,,,,,,,,,,,,,,,,,,,,,,,
5,,265x3,,,,135x8,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,95x10,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2023,145.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x12,,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,135x8,,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x6,,,,135x8,,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x5,,,,135x8,,,,,,,,,,,,,,,,,,,,,,,,,
5,,245x5,,,,95x10,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2023,145.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,45x10,,,115x12,,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x8,65x9,,,135x8,,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x6,65x6,,,145x5,,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x5,65x6,,,145x6,,,,,,,,,,,,,,,,,,,,,,,,,
5,,245x6,65x6,,,95x10,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/2023,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x12,45x10,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,135x8,95x6,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x6,,,,135x6,95x6,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x4,,,,135x8,95x6,,,,,,,,,,,,,,,,,,,,,,,,
5,,245x4,,,,95x10,95x6,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2023,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,95x7,,65x10,,30x10,,,,,,,,,,,,,,,,,,,,
2,,,,,,,95x7,,65x10,,30x10,,,,,,,,,,,,,,,,,,,,
3,,,,,,,95x7,,65x10,,30x10,,,,,,,,,,,,,,,,,,,,
4,,,,,,,95x7,,85x7,,30x10,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,85x7,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,95x5,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,115x6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2023,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,,95x8,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,,95x8,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x6,,,,,95x8,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x5,,,,,95x8,,,,,,,,,,,,,,,,,,,,,,,,
5,,245x5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2023,146.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x12,95x9,,,,30x10,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,135x8,95x9,,,,30x10,,,,,,,,,,,,,,,,,,,,
3,,225x8,,,,135x8,95x8,,,,30x10,,,,,,,,,,,,,,,,,,,,
4,,245x6,,,,135x8,95x5,,,,30x10,,,,,,,,,,,,,,,,,,,,
5,,265x3,,,,95x10,,,,,,,,,,,,,,,,,,,,,,,,,
6,,135x8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2023,146.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x12,95x9,,,,35x7,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,135x8,95x9,,,,30x10,,,,,,,,,,,,,,,,,,,,
3,,225x8,,,,135x8,95x8,,,,30x10,,,,,,,,,,,,,,,,,,,,
4,,245x6,,,,135x8,95x8,,,,30x10,,,,,,,,,,,,,,,,,,,,
5,,265x3,,,,95x10,,,,,,,,,,,,,,,,,,,,,,,,,
6,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2023,146.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x12,,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,135x9,,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x8,,,,135x9,,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x6,,,,135x9,,,,,,,,,,,,,,,,,,,,,,,,,
5,,245x6,,,,95x10,,,,,,,,,,,,,,,,,,,,,,,,,
6,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2023,146.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x12,95x9,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,135x9,95x9,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x8,,,,135x9,95x9,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x6,,,,135x9,95x9,,,,,,,,,,,,,,,,,,,,,,,,
5,,265x4,,,,95x10,,,,,,,,,,,,,,,,,,,,,,,,,
6,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2023,147.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x12,,,,,,,,,,,,,,,,85x10,,,,,,,,,
2,,185x8,,,,135x10,,,,,,,,,,,,,,,,85x10,,,,,,,,,
3,,225x8,,,,135x10,,,,,,,,,,,,,,,,85x10,,,,,,,,,
4,,245x6,,,,115x10,,,,,,,,,,,,,,,,,,,,,,,,,
5,,265x4,,,,95x15,,,,,,,,,,,,,,,,,,,,,,,,,
6,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2023,147.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x12,95x9,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,135x10,95x10,,,,,,,,,,,,,,,,,,,,,,,,
3,,235x7,,,,135x10,95x10,,,,,,,,,,,,,,,,,,,,,,,,
4,,255x5,,,,115x10,95x9,,,,,,,,,,,,,,,,,,,,,,,,
5,,255x5,,,,95x15,,,,,,,,,,,,,,,,,,,,,,,,,
6,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2023,147.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,45x10,,,115x12,,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x8,65x10,,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x8,75x6,,,145x6,,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x6,85x4,,,145x6,,,,,,,,,,,,,,,,,,,,,,,,,
5,,275x3,45x10,,,95x15,,,,,,,,,,,,,,,,,,,,,,,,,
6,,185x5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2023,147.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x12,95x10,,,,35x10,,,,,,,,,,,,,,,,,,,,
